state,pincode,avg_bio_rate,anomaly_count,zero_count,months_observed,zero_ratio,anomaly_ratio,risk_score
assam,788113,33.44230769230769,0,0,4,0.0,0.0,0.0058068118369625915
assam,782144,34.0,0,0,1,0.0,0.0,0.005714285714285714
assam,788806,35.14832535885168,0,0,11,0.0,0.0,0.005532759761747187
assam,784101,35.874213836477985,0,0,3,0.0,0.0,0.005423844448234693
assam,788701,35.8974358974359,0,0,3,0.0,0.0,0.005420430854760251
assam,782480,36.38224591329069,0,0,5,0.0,0.0,0.005350133335057138
assam,784523,36.56944444444444,0,0,3,0.0,0.0,0.005323475046210721
assam,783334,37.45773426573427,1,1,5,0.2,0.2,0.1652005143781494
assam,787051,38.05555555555555,0,0,3,0.0,0.0,0.00512091038406828
assam,787001,38.07222222222222,1,1,6,0.16666666666666666,0.16666666666666666,0.13845205933930518
assam,788119,38.18970588235294,0,0,4,0.0,0.0,0.005103380989905813
assam,782121,38.45609945609946,1,1,6,0.16666666666666666,0.16666666666666666,0.1384022581068662
assam,784527,38.5,1,1,2,0.5,0.5,0.40506329113924056
assam,783393,38.98717948717949,0,0,3,0.0,0.0,0.005001603077909586
assam,784509,39.80277777777778,1,1,8,0.125,0.125,0.10490162706787393
assam,784110,39.896014929658335,0,0,9,0.0,0.0,0.004890452048787701
assam,788004,40.0,0,0,1,0.0,0.0,0.004878048780487806
assam,783380,40.2226430976431,0,0,8,0.0,0.0,0.004851702486089132
assam,783336,41.5,0,0,1,0.0,0.0,0.004705882352941177
assam,783348,41.74896744251583,0,0,6,0.0,0.0,0.004678475574151313
assam,786158,42.0,0,0,1,0.0,0.0,0.004651162790697674
assam,783375,42.216857610474634,0,0,3,0.0,0.0,0.004627823748840204
assam,783392,42.22222222222222,0,0,4,0.0,0.0,0.004627249357326478
assam,783346,45.5,0,0,4,0.0,0.0,0.004301075268817205
assam,783324,46.25,0,0,1,0.0,0.0,0.004232804232804233
assam,781314,46.59022774327123,0,0,5,0.0,0.0,0.004202543452385095
assam,788163,46.84704618689581,2,2,7,0.2857142857142857,0.2857142857142857,0.23275141492249352
assam,787034,47.438131313131315,1,1,6,0.16666666666666666,0.16666666666666666,0.1374623117761037
assam,782411,47.5021645021645,0,0,7,0.0,0.0,0.0041235273116744025
assam,784145,48.19237012987013,0,0,8,0.0,0.0,0.004065671149245112
assam,781376,49.5,0,0,2,0.0,0.0,0.0039603960396039604
assam,787052,49.743421052631575,0,0,4,0.0,0.0,0.003941397640347465
assam,788150,50.25,0,0,4,0.0,0.0,0.003902439024390244
assam,782103,50.44166666666666,0,0,6,0.0,0.0,0.00388789891462822
assam,782460,50.903829966329965,0,0,6,0.0,0.0,0.003853280193961411
assam,784508,52.81818181818182,0,0,2,0.0,0.0,0.0037162162162162164
assam,781305,52.95238095238095,0,0,4,0.0,0.0,0.0037069726390114746
assam,783347,53.0,0,0,2,0.0,0.0,0.003703703703703704
assam,782127,53.41430375180375,0,0,8,0.0,0.0,0.003675504163615625
assam,781136,53.43611742206923,0,0,5,0.0,0.0,0.0036740313136093897
assam,783337,55.11212121212122,1,1,11,0.09090909090909091,0.09090909090909091,0.07629156499923903
assam,782122,55.43138528138528,0,0,6,0.0,0.0,0.003544127066928001
assam,783132,56.77930402930403,0,0,6,0.0,0.0,0.0034614470243283938
assam,783371,57.84575225439013,0,0,7,0.0,0.0,0.003398716004774656
assam,781102,58.37979797979798,0,0,6,0.0,0.0,0.0033681488789847926
assam,781302,60.916666666666664,0,0,3,0.0,0.0,0.003230148048452221
assam,782446,62.90738636363636,0,0,32,0.0,0.0,0.0031295287036460792
assam,781360,63.726027397260275,0,0,3,0.0,0.0,0.0030899470899470897
assam,781313,63.8780193236715,1,1,6,0.16666666666666666,0.16666666666666666,0.13641604149990383
assam,788003,64.62426470588235,0,0,5,0.0,0.0,0.0030476531949937815
assam,783391,64.83333333333334,0,0,8,0.0,0.0,0.0030379746835443033
assam,781317,66.17854406130269,1,1,9,0.1111111111111111,0.1111111111111111,0.09186602992096443
assam,783383,68.05555555555556,0,0,3,0.0,0.0,0.0028962188254223653
assam,783370,69.58075897025478,0,0,7,0.0,0.0,0.0028336334564535793
assam,783331,71.27777777777777,0,0,6,0.0,0.0,0.002767102229054574
assam,788112,71.45,0,0,2,0.0,0.0,0.0027605244996549345
assam,786157,73.0,0,0,1,0.0,0.0,0.002702702702702703
assam,782447,75.7564935064935,0,0,11,0.0,0.0,0.002605642739308828
assam,788026,76.0,0,0,1,0.0,0.0,0.002597402597402598
assam,782425,78.02597402597402,0,0,11,0.0,0.0,0.002530813475760066
assam,784506,84.5,0,0,2,0.0,0.0,0.0023391812865497076
assam,783384,84.59369559651817,0,0,8,0.0,0.0,0.002336620689247769
assam,782126,84.71907814407814,0,0,14,0.0,0.0,0.0023332028800384023
assam,787054,85.56666666666666,0,0,3,0.0,0.0,0.0023103581055063534
assam,783385,87.0,0,0,2,0.0,0.0,0.002272727272727273
assam,782136,87.57142857142857,0,0,3,0.0,0.0,0.0022580645161290325
assam,781316,87.66666666666667,2,2,9,0.2222222222222222,0.2222222222222222,0.18003341687552213
assam,788110,92.33333333333333,0,0,1,0.0,0.0,0.002142857142857143
assam,788025,94.0,0,0,1,0.0,0.0,0.002105263157894737
assam,781352,95.6111111111111,1,1,3,0.3333333333333333,0.3333333333333333,0.2687368219283113
assam,782123,96.51785714285714,0,0,10,0.0,0.0,0.00205090642739425
assam,783382,105.0,0,0,2,0.0,0.0,0.0018867924528301887
assam,781315,106.88618925831202,0,0,14,0.0,0.0,0.0018538053978451293
assam,783129,110.31613579413626,0,0,7,0.0,0.0,0.0017966847175675616
assam,781138,115.5,0,0,2,0.0,0.0,0.0017167381974248928
assam,783388,116.875,0,0,2,0.0,0.0,0.0016967126193001064
assam,782139,118.5,0,0,2,0.0,0.0,0.0016736401673640166
assam,787031,120.05011491776197,0,0,6,0.0,0.0,0.0016522082621389857
assam,783354,122.0,0,0,1,0.0,0.0,0.0016260162601626018
assam,784001,127.0,0,0,1,0.0,0.0,0.0015625
assam,783339,130.05208333333331,1,0,4,0.0,0.25,0.07652611080200301
assam,782435,140.05510641808283,0,0,19,0.0,0.0,0.0014178855702480307
assam,788801,140.5,0,0,2,0.0,0.0,0.001413427561837456
assam,782003,164.83333333333334,0,0,2,0.0,0.0,0.001206030150753769
assam,781309,173.9375,0,0,6,0.0,0.0,0.001143265451947124
assam,782125,211.36666666666665,0,0,5,0.0,0.0,0.0009417673834562865
assam,781308,254.05116959064324,0,0,6,0.0,0.0,0.0007841563727035626
assam,782124,287.934778708134,0,0,8,0.0,0.0,0.0006921977371302504
assam,782002,445.3333333333333,0,0,3,0.0,0.0,0.0004480955937266617
assam,781321,590.25,0,0,2,0.0,0.0,0.00033826638477801266
dadra and nagar haveli and daman and diu,362520,0.0,1,1,1,1.0,1.0,1.0
dadra and nagar haveli and daman and diu,396220,1.2,0,0,1,0.0,0.0,0.09090909090909091
dadra and nagar haveli and daman and diu,396240,3.0,0,0,1,0.0,0.0,0.05
dadra and nagar haveli and daman and diu,362570,4.0,0,0,1,0.0,0.0,0.04000000000000001
dadra and nagar haveli and daman and diu,396235,4.0,0,0,1,0.0,0.0,0.04000000000000001
dadra and nagar haveli and daman and diu,396210,8.5,0,0,2,0.0,0.0,0.021052631578947368
dadra and nagar haveli and daman and diu,396230,35.8,0,0,2,0.0,0.0,0.005434782608695653
goa,403731,1.0,0,0,1,0.0,0.0,0.1
goa,403803,4.0,0,0,1,0.0,0.0,0.04000000000000001
goa,403403,4.666666666666667,0,0,3,0.0,0.0,0.03529411764705882
goa,403106,5.0,0,0,1,0.0,0.0,0.03333333333333333
goa,403004,5.5,0,0,1,0.0,0.0,0.03076923076923077
goa,403527,7.333333333333333,0,0,1,0.0,0.0,0.024000000000000007
goa,403716,8.0,0,0,1,0.0,0.0,0.022222222222222223
goa,403721,8.0,0,0,2,0.0,0.0,0.022222222222222223
goa,403206,9.0,0,0,1,0.0,0.0,0.020000000000000004
goa,403410,9.0,0,0,1,0.0,0.0,0.020000000000000004
goa,403711,9.0,0,0,1,0.0,0.0,0.020000000000000004
goa,403717,10.0,0,0,1,0.0,0.0,0.018181818181818184
goa,403501,12.25,1,1,4,0.25,0.25,0.21509433962264152
goa,403001,13.238636363636363,0,0,4,0.0,0.0,0.014046288906624103
goa,403402,13.5,0,0,2,0.0,0.0,0.013793103448275862
goa,403204,14.0,0,0,1,0.0,0.0,0.013333333333333334
goa,403105,15.0,0,0,1,0.0,0.0,0.0125
goa,403712,15.0,0,0,1,0.0,0.0,0.0125
goa,403005,15.666666666666668,0,0,2,0.0,0.0,0.012
goa,403713,16.0,0,0,2,0.0,0.0,0.011764705882352941
goa,403720,16.5,0,0,1,0.0,0.0,0.011428571428571429
goa,403516,17.3,0,0,5,0.0,0.0,0.01092896174863388
goa,403524,17.666666666666668,0,0,3,0.0,0.0,0.010714285714285714
goa,403002,17.791666666666664,0,0,4,0.0,0.0,0.010643015521064303
goa,403503,19.0,0,0,1,0.0,0.0,0.010000000000000002
goa,403704,19.0,0,0,1,0.0,0.0,0.010000000000000002
goa,403509,19.333333333333332,0,0,3,0.0,0.0,0.009836065573770494
goa,403513,19.5,1,1,2,0.5,0.5,0.40975609756097564
goa,403110,20.0,0,0,2,0.0,0.0,0.009523809523809525
goa,403702,20.0,0,0,2,0.0,0.0,0.009523809523809525
goa,403511,25.5,0,0,2,0.0,0.0,0.007547169811320755
goa,403108,26.0,0,0,1,0.0,0.0,0.007407407407407408
goa,403517,26.333333333333332,0,0,3,0.0,0.0,0.007317073170731709
goa,403709,27.333333333333336,0,0,2,0.0,0.0,0.007058823529411765
goa,403502,28.5,0,0,1,0.0,0.0,0.006779661016949153
goa,403726,29.0,0,0,2,0.0,0.0,0.006666666666666667
goa,403103,33.0,0,0,2,0.0,0.0,0.0058823529411764705
goa,403114,33.5,0,0,2,0.0,0.0,0.005797101449275362
goa,403706,35.5,0,0,4,0.0,0.0,0.005479452054794521
goa,403521,37.666666666666664,0,0,3,0.0,0.0,0.005172413793103449
goa,403708,39.9,0,0,2,0.0,0.0,0.00488997555012225
goa,403602,47.25,0,0,2,0.0,0.0,0.0041450777202072546
goa,403508,50.0,0,0,1,0.0,0.0,0.00392156862745098
goa,403705,51.0,0,0,3,0.0,0.0,0.0038461538461538464
goa,403703,59.0,0,0,3,0.0,0.0,0.0033333333333333335
goa,403512,72.83333333333333,0,0,3,0.0,0.0,0.0027088036117381494
goa,403802,80.4,0,0,4,0.0,0.0,0.002457002457002457
goa,403601,84.625,0,0,4,0.0,0.0,0.002335766423357664
goa,403507,85.28571428571429,0,0,7,0.0,0.0,0.0023178807947019865
goa,403707,85.5,0,0,2,0.0,0.0,0.0023121387283236996
goa,403401,118.625,0,0,2,0.0,0.0,0.0016718913270637411
ladakh,194105,6.0,0,0,1,0.0,0.0,0.02857142857142857
ladakh,194301,7.0,0,0,1,0.0,0.0,0.025
ladakh,194101,9.977777777777778,0,0,3,0.0,0.0,0.01821862348178138
ladakh,194103,11.25,0,0,2,0.0,0.0,0.016326530612244896
ladakh,194109,17.0,0,0,2,0.0,0.0,0.011111111111111112
ladakh,194106,38.0,0,0,1,0.0,0.0,0.005128205128205128
meghalaya,793116,0.10745341614906832,1,1,4,0.25,0.25,0.38059450364554126
meghalaya,793009,0.23528751372604342,0,0,7,0.0,0.0,0.16190562745731363
meghalaya,793122,0.23763736263736263,1,1,4,0.25,0.25,0.36159822419533855
meghalaya,794102,0.3076674038989496,1,0,7,0.0,0.14285714285714285,0.19580123200678345
meghalaya,793012,0.3622999701932046,0,0,6,0.0,0.0,0.14681054420902287
meghalaya,793022,0.3815172315172315,0,0,6,0.0,0.0,0.14476837164047016
meghalaya,793123,0.39999999999999997,1,1,3,0.3333333333333333,0.3333333333333333,0.4095238095238095
meghalaya,793105,0.40079403452152573,0,0,8,0.0,0.0,0.1427761648544675
meghalaya,794107,0.4332750582750583,0,0,4,0.0,0.0,0.13954055702378534
meghalaya,781131,0.5291666666666667,1,0,3,0.0,0.3333333333333333,0.23079019073569484
meghalaya,793200,0.5799702391341321,2,1,10,0.1,0.2,0.23658466282858948
meghalaya,793161,0.65,1,1,4,0.25,0.25,0.3212121212121212
meghalaya,793121,0.6701422036616705,0,0,9,0.0,0.0,0.11975028207868404
meghalaya,793008,0.69684024508713,1,0,7,0.0,0.14285714285714285,0.16072327703156555
meghalaya,794003,0.75,1,1,2,0.5,0.5,0.5142857142857143
meghalaya,793103,0.8277429907863838,0,0,8,0.0,0.0,0.10942457501311512
meghalaya,793102,0.8468485175891514,0,0,8,0.0,0.0,0.10829258496039351
meghalaya,793017,0.8479758828596038,1,1,5,0.2,0.2,0.26822652062456304
meghalaya,793015,0.9508283012416354,0,0,8,0.0,0.0,0.10252055492157196
meghalaya,793160,0.9592352071062114,0,0,8,0.0,0.0,0.10208064824202492
meghalaya,793114,0.9815419536821701,0,0,8,0.0,0.0,0.10093149914305527
meghalaya,793010,1.043819312923141,0,0,7,0.0,0.0,0.09785600847168487
meghalaya,783134,1.0721604938271603,1,0,10,0.0,0.1,0.12651762042360512
meghalaya,793016,1.0732323232323233,0,0,3,0.0,0.0,0.09646772228989037
meghalaya,793110,1.0757852294371366,0,0,8,0.0,0.0,0.09634908138075121
meghalaya,793112,1.1507347670250896,0,0,5,0.0,0.0,0.09299147578138672
meghalaya,794112,1.193162393162393,0,0,5,0.0,0.0,0.09119251753702262
meghalaya,794115,1.2277928207503286,1,0,10,0.0,0.1,0.11977495489577855
meghalaya,793104,1.3333333333333335,1,1,4,0.25,0.25,0.2857142857142857
meghalaya,794005,1.506409806865832,0,0,18,0.0,0.0,0.07979541073137286
meghalaya,793111,1.542567532260996,0,0,8,0.0,0.0,0.07866064419620296
meghalaya,794002,1.5704893293117972,5,4,30,0.13333333333333333,0.16666666666666666,0.19447286400013175
meghalaya,794108,1.6046986697513015,0,0,13,0.0,0.0,0.07678431379515242
meghalaya,793019,1.6375593761077631,0,0,5,0.0,0.0,0.07582767683324698
meghalaya,793101,1.8942850799993656,0,0,7,0.0,0.0,0.0691016933273359
meghalaya,793018,1.923076923076923,0,0,4,0.0,0.0,0.06842105263157895
meghalaya,794111,1.9532084846443878,0,0,8,0.0,0.0,0.06772295320155262
meghalaya,794101,2.0281681963832217,0,0,8,0.0,0.0,0.06604652946255617
meghalaya,794110,2.2804103228489097,0,0,19,0.0,0.0,0.06096798275720207
meghalaya,793021,2.587046826423204,0,0,7,0.0,0.0,0.05575617204847824
meghalaya,793109,2.6159656553124977,0,0,16,0.0,0.0,0.05531025984889109
meghalaya,793002,2.8376649259241824,1,1,8,0.125,0.125,0.1521150240733527
meghalaya,793119,3.435517813259145,7,0,31,0.0,0.22580645161290322,0.11283249952176924
meghalaya,793113,4.094345892203035,0,0,7,0.0,0.0,0.03925921094327394
meghalaya,793001,4.224956880657524,0,0,8,0.0,0.0,0.03827782784971642
meghalaya,794109,4.381720929077559,1,1,9,0.1111111111111111,0.1111111111111111,0.12605172260614753
meghalaya,794106,4.540502350151473,1,1,9,0.1111111111111111,0.1111111111111111,0.12498669868307336
meghalaya,793014,4.840422077922078,0,0,5,0.0,0.0,0.03424410039747617
meghalaya,793005,4.937776231289527,0,0,9,0.0,0.0,0.033682643503149555
meghalaya,794114,5.05,0,0,2,0.0,0.0,0.03305785123966942
meghalaya,793151,6.100364774774447,2,2,11,0.18181818181818182,0.18181818181818182,0.17362211238160566
meghalaya,794103,6.178791503837399,1,0,26,0.0,0.038461538461538464,0.03939830394969339
meghalaya,793120,6.193712532143686,13,8,29,0.27586206896551724,0.4482758620689655,0.30021584928881007
meghalaya,793004,6.212939266615737,0,0,8,0.0,0.0,0.02772794731901835
meghalaya,794001,6.640420992958587,0,0,7,0.0,0.0,0.026176568043085588
meghalaya,793107,6.75,0,0,3,0.0,0.0,0.025806451612903226
meghalaya,793108,7.529825417479939,0,0,8,0.0,0.0,0.0234471387409812
meghalaya,793003,8.238636363636363,0,0,4,0.0,0.0,0.021648216482164823
meghalaya,793006,8.440457057080401,0,0,8,0.0,0.0,0.021185414942383407
meghalaya,793011,9.0,0,0,1,0.0,0.0,0.020000000000000004
meghalaya,793150,9.870804498308045,4,2,15,0.13333333333333333,0.26666666666666666,0.16506456905108802
meghalaya,794105,10.338715606204842,0,0,28,0.0,0.0,0.017638682099986244
meghalaya,794104,10.874506730109326,3,2,11,0.18181818181818182,0.2727272727272727,0.18957007761556965
meghalaya,793106,15.000272673909397,3,2,28,0.07142857142857142,0.10714285714285714,0.0803569298342815
meghalaya,793007,26.166666666666668,0,0,3,0.0,0.0,0.007361963190184048
mizoram,796310,3.260044642857143,3,2,8,0.25,0.375,0.2844478648153
mizoram,796810,3.4444444444444446,0,0,2,0.0,0.0,0.045
mizoram,796370,3.75,0,0,4,0.0,0.0,0.042105263157894736
mizoram,796691,4.0,0,0,1,0.0,0.0,0.04000000000000001
mizoram,796901,4.45,0,0,8,0.0,0.0,0.03669724770642201
mizoram,796091,5.0,0,0,2,0.0,0.0,0.03333333333333333
mizoram,796710,5.0,0,0,1,0.0,0.0,0.03333333333333333
mizoram,796017,5.166666666666667,0,0,1,0.0,0.0,0.03243243243243243
mizoram,796101,5.5,0,0,3,0.0,0.0,0.03076923076923077
mizoram,796441,5.666666666666667,0,0,3,0.0,0.0,0.03
mizoram,796186,7.25,0,0,2,0.0,0.0,0.024242424242424246
mizoram,796190,7.75,0,0,2,0.0,0.0,0.022857142857142857
mizoram,796751,8.0,0,0,2,0.0,0.0,0.022222222222222223
mizoram,796320,8.5,0,0,1,0.0,0.0,0.021052631578947368
mizoram,796081,10.187037037037037,2,2,9,0.2222222222222222,0.2222222222222222,0.1956556125733414
mizoram,796261,10.596666666666668,0,0,10,0.0,0.0,0.01724633515377982
mizoram,796008,11.4,0,0,3,0.0,0.0,0.016129032258064516
mizoram,796730,13.5,0,0,1,0.0,0.0,0.013793103448275862
mizoram,796770,15.098015873015873,0,0,6,0.0,0.0,0.012423891340251928
mizoram,796014,15.4375,1,1,4,0.25,0.25,0.21216730038022816
mizoram,796911,16.472222222222225,0,0,3,0.0,0.0,0.011446740858505562
mizoram,796321,17.155882352941177,0,0,6,0.0,0.0,0.011015713591446624
mizoram,796161,19.0,0,0,2,0.0,0.0,0.010000000000000002
mizoram,796070,20.0,0,0,1,0.0,0.0,0.009523809523809525
mizoram,796007,22.0,0,0,2,0.0,0.0,0.008695652173913044
mizoram,796012,24.5,0,0,2,0.0,0.0,0.00784313725490196
mizoram,796772,26.0,0,0,1,0.0,0.0,0.007407407407407408
mizoram,796005,27.0,1,1,4,0.25,0.25,0.20714285714285716
mizoram,796701,28.473958333333332,0,0,4,0.0,0.0,0.00678565117511928
mizoram,796891,29.17235255783643,2,2,9,0.2222222222222222,0.2222222222222222,0.1844063626591398
mizoram,796009,37.38095238095238,0,0,3,0.0,0.0,0.005210918114143921
mizoram,796181,49.75,0,0,4,0.0,0.0,0.00394088669950739
mizoram,796001,60.11111111111111,0,0,3,0.0,0.0,0.003272727272727273
sikkim,737132,4.666666666666667,0,0,9,0.0,0.0,0.03529411764705882
sikkim,737133,6.333333333333333,0,0,6,0.0,0.0,0.02727272727272728
sikkim,737106,6.75,0,0,2,0.0,0.0,0.025806451612903226
sikkim,737139,6.9375,0,0,8,0.0,0.0,0.025196850393700787
sikkim,737113,9.0,3,3,15,0.2,0.2,0.18
sikkim,737111,11.96031746031746,2,2,21,0.09523809523809523,0.09523809523809523,0.09162219694981483
sikkim,737116,12.0,0,0,2,0.0,0.0,0.015384615384615385
sikkim,737135,12.5,0,0,2,0.0,0.0,0.014814814814814815
sikkim,737121,12.986324786324786,3,3,18,0.16666666666666666,0.16666666666666666,0.14763301556261713
sikkim,737131,15.0,0,0,2,0.0,0.0,0.0125
sikkim,737126,15.946969696969697,0,0,9,0.0,0.0,0.011801519892713457
sikkim,737103,16.0,0,0,2,0.0,0.0,0.011764705882352941
sikkim,737134,17.047619047619047,0,0,21,0.0,0.0,0.01108179419525066
sikkim,737101,24.583333333333336,0,0,8,0.0,0.0,0.007817589576547232
sikkim,737102,27.25,0,0,4,0.0,0.0,0.007079646017699115
