month,state,district,pincode,bio_age_5_17,bio_18p,enroll_18p,bio_rate_18p,low_anomaly,zero_anomaly
2025-07-01,assam,Kamrup,781381,67,26,15.0,1.7333333333333334,False,False
2025-07-01,assam,Kamrup Metro,781005,53,81,21.0,3.857142857142857,False,False
2025-07-01,assam,Kamrup Metro,781006,33,35,10.0,3.5,False,False
2025-07-01,assam,Kamrup Metro,781019,21,31,10.0,3.1,False,False
2025-07-01,assam,Kamrup Metro,781038,25,34,11.0,3.090909090909091,False,False
2025-07-01,assam,Kamrup Metro,782402,172,159,17.0,9.352941176470589,False,False
2025-07-01,assam,Kamrup Metro,782403,218,66,13.0,5.076923076923077,False,False
2025-07-01,assam,Karbi Anglong,782410,66,148,61.0,2.4262295081967213,False,False
2025-07-01,assam,Karbi Anglong,782446,39,90,12.0,7.5,False,False
2025-07-01,assam,Karbi Anglong,782448,87,102,146.0,0.6986301369863014,False,False
2025-07-01,assam,Karbi Anglong,782450,32,30,90.0,0.3333333333333333,False,False
2025-07-01,assam,Karbi Anglong,782485,86,112,44.0,2.5454545454545454,False,False
2025-07-01,assam,Karbi Anglong,782486,32,70,74.0,0.9459459459459459,False,False
2025-07-01,assam,Karimganj,788701,190,100,13.0,7.6923076923076925,False,False
2025-07-01,assam,Karimganj,788709,57,71,17.0,4.176470588235294,False,False
2025-07-01,assam,Karimganj,788710,29,36,13.0,2.769230769230769,False,False
2025-07-01,assam,Karimganj,788712,113,92,19.0,4.842105263157895,False,False
2025-07-01,assam,Karimganj,788720,251,71,11.0,6.454545454545454,False,False
2025-07-01,assam,Karimganj,788724,170,109,39.0,2.7948717948717947,False,False
2025-07-01,assam,Karimganj,788725,47,52,27.0,1.9259259259259258,False,False
2025-07-01,assam,Karimganj,788726,36,32,11.0,2.909090909090909,False,False
2025-07-01,assam,Karimganj,788728,49,60,14.0,4.285714285714286,False,False
2025-07-01,assam,Karimganj,788806,101,69,19.0,3.6315789473684212,False,False
2025-07-01,assam,Kokrajhar,783337,178,113,15.0,7.533333333333333,False,False
2025-07-01,assam,Kokrajhar,783369,36,21,11.0,1.9090909090909092,False,False
2025-07-01,assam,Kokrajhar,783370,265,183,108.0,1.6944444444444444,False,False
2025-07-01,assam,Lakhimpur,784160,133,135,38.0,3.5526315789473686,False,False
2025-07-01,assam,Lakhimpur,784161,46,59,13.0,4.538461538461538,False,False
2025-07-01,assam,Lakhimpur,787032,133,144,51.0,2.823529411764706,False,False
2025-07-01,assam,Lakhimpur,787056,31,21,57.0,0.3684210526315789,False,False
2025-07-01,assam,Lakhimpur,787058,19,13,13.0,1.0,False,False
2025-07-01,assam,Majuli,785104,96,117,11.0,10.636363636363637,False,False
2025-07-01,assam,Marigaon,782105,183,144,35.0,4.114285714285714,False,False
2025-07-01,assam,Marigaon,782126,218,339,15.0,22.6,False,False
2025-07-01,assam,Marigaon,782127,422,343,12.0,28.583333333333332,False,False
2025-07-01,assam,Marigaon,782410,90,126,61.0,2.0655737704918034,False,False
2025-07-01,assam,Nagaon,782122,335,589,10.0,58.9,False,False
2025-07-01,assam,Nagaon,782124,742,1211,20.0,60.55,False,False
2025-07-01,assam,Nagaon,782125,306,664,12.0,55.333333333333336,False,False
2025-07-01,assam,Nagaon,782126,16,22,15.0,1.4666666666666666,False,False
2025-07-01,assam,Nagaon,782435,12,18,11.0,1.6363636363636365,False,False
2025-07-01,assam,Nagaon,782446,108,85,12.0,7.083333333333333,False,False
2025-07-01,assam,Nagaon,782450,46,85,90.0,0.9444444444444444,False,False
2025-07-01,assam,North Cachar Hills,788819,86,63,14.0,4.5,False,False
2025-07-01,assam,Sibsagar,785640,120,66,52.0,1.2692307692307692,False,False
2025-07-01,assam,Sibsagar,785680,44,28,17.0,1.6470588235294117,False,False
2025-07-01,assam,Sibsagar,785684,270,21,28.0,0.75,False,False
2025-07-01,assam,Sibsagar,785697,103,30,15.0,2.0,False,False
2025-07-01,assam,Sonitpur,784110,135,109,25.0,4.36,False,False
2025-07-01,assam,Sonitpur,784507,25,18,85.0,0.21176470588235294,False,False
2025-07-01,assam,Tinsukia,786125,127,89,10.0,8.9,False,False
2025-07-01,assam,Tinsukia,786150,27,16,44.0,0.36363636363636365,False,False
2025-07-01,assam,Tinsukia,786151,169,67,153.0,0.43790849673202614,False,False
2025-07-01,assam,Tinsukia,786152,158,54,61.0,0.8852459016393442,False,False
2025-07-01,assam,Tinsukia,786153,46,27,25.0,1.08,False,False
2025-07-01,assam,Tinsukia,786154,181,42,56.0,0.75,False,False
2025-07-01,assam,Tinsukia,786156,146,32,120.0,0.26666666666666666,False,False
2025-07-01,assam,Tinsukia,786160,101,28,15.0,1.8666666666666667,False,False
2025-07-01,assam,Tinsukia,786170,138,50,30.0,1.6666666666666667,False,False
2025-07-01,assam,Tinsukia,786171,72,73,22.0,3.3181818181818183,False,False
2025-07-01,assam,Tinsukia,786181,24,35,13.0,2.6923076923076925,False,False
2025-07-01,assam,Tinsukia,786182,39,53,16.0,3.3125,False,False
2025-07-01,assam,Tinsukia,786188,44,36,16.0,2.25,False,False
2025-07-01,assam,Tinsukia,786190,53,19,25.0,0.76,False,False
2025-07-01,assam,Udalguri,784114,40,39,11.0,3.5454545454545454,False,False
2025-07-01,assam,Udalguri,784507,110,78,85.0,0.9176470588235294,False,False
2025-07-01,assam,West Karbi Anglong,782486,59,132,74.0,1.7837837837837838,False,False
2025-07-01,goa,North Goa,403001,26,60,11.0,5.454545454545454,False,False
2025-07-01,meghalaya,East Garo Hills,794110,73,106,190.0,0.5578947368421052,False,False
2025-07-01,meghalaya,East Garo Hills,794111,104,88,197.0,0.4467005076142132,False,False
2025-07-01,meghalaya,East Jaintia Hills,793160,118,51,182.0,0.2802197802197802,False,False
2025-07-01,meghalaya,East Jaintia Hills,793200,141,71,334.0,0.2125748502994012,False,False
2025-07-01,meghalaya,East Khasi Hills,793001,64,202,73.0,2.767123287671233,False,False
2025-07-01,meghalaya,East Khasi Hills,793002,71,140,63.0,2.2222222222222223,False,False
2025-07-01,meghalaya,East Khasi Hills,793003,23,83,11.0,7.545454545454546,False,False
2025-07-01,meghalaya,East Khasi Hills,793004,37,114,20.0,5.7,False,False
2025-07-01,meghalaya,East Khasi Hills,793005,31,34,88.0,0.38636363636363635,False,False
2025-07-01,meghalaya,East Khasi Hills,793006,40,182,54.0,3.3703703703703702,False,False
2025-07-01,meghalaya,East Khasi Hills,793008,29,50,104.0,0.4807692307692308,False,False
2025-07-01,meghalaya,East Khasi Hills,793009,27,29,110.0,0.2636363636363636,False,False
2025-07-01,meghalaya,East Khasi Hills,793010,13,44,51.0,0.8627450980392157,False,False
2025-07-01,meghalaya,East Khasi Hills,793014,22,43,16.0,2.6875,False,False
2025-07-01,meghalaya,East Khasi Hills,793015,82,205,424.0,0.4834905660377358,False,False
2025-07-01,meghalaya,East Khasi Hills,793017,17,35,43.0,0.813953488372093,False,False
2025-07-01,meghalaya,East Khasi Hills,793019,23,67,35.0,1.9142857142857144,False,False
2025-07-01,meghalaya,East Khasi Hills,793021,54,82,92.0,0.8913043478260869,False,False
2025-07-01,meghalaya,East Khasi Hills,793022,18,30,60.0,0.5,False,False
2025-07-01,meghalaya,East Khasi Hills,793106,18,26,101.0,0.25742574257425743,False,False
2025-07-01,meghalaya,East Khasi Hills,793108,92,92,87.0,1.0574712643678161,False,False
2025-07-01,meghalaya,East Khasi Hills,793110,234,186,354.0,0.5254237288135594,False,False
2025-07-01,meghalaya,East Khasi Hills,793111,112,74,131.0,0.5648854961832062,False,False
2025-07-01,meghalaya,East Khasi Hills,793112,26,21,54.0,0.3888888888888889,False,False
2025-07-01,meghalaya,East Khasi Hills,793113,62,67,104.0,0.6442307692307693,False,False
2025-07-01,meghalaya,East Khasi Hills,793121,84,82,430.0,0.19069767441860466,False,False
2025-07-01,meghalaya,North Garo Hills,794002,45,22,410.0,0.05365853658536585,True,False
2025-07-01,meghalaya,North Garo Hills,794108,26,16,125.0,0.128,False,False
2025-07-01,meghalaya,Ri Bhoi,793101,29,38,35.0,1.0857142857142856,False,False
2025-07-01,meghalaya,Ri Bhoi,793102,140,99,320.0,0.309375,False,False
2025-07-01,meghalaya,Ri Bhoi,793103,70,32,248.0,0.12903225806451613,False,False
2025-07-01,meghalaya,Ri Bhoi,793105,100,46,343.0,0.13411078717201166,False,False
2025-07-01,meghalaya,South Garo Hills,794102,36,26,200.0,0.13,False,False
2025-07-01,meghalaya,South Garo Hills,794103,22,29,265.0,0.10943396226415095,False,False
2025-07-01,meghalaya,South West Garo Hills,794105,90,126,220.0,0.5727272727272728,False,False
2025-07-01,meghalaya,South West Garo Hills,794106,61,62,35.0,1.7714285714285714,False,False
2025-07-01,meghalaya,South West Garo Hills,794115,137,89,138.0,0.644927536231884,False,False
2025-07-01,meghalaya,South West Khasi Hills,793106,51,87,101.0,0.8613861386138614,False,False
2025-07-01,meghalaya,South West Khasi Hills,793114,87,56,225.0,0.24888888888888888,False,False
2025-07-01,meghalaya,South West Khasi Hills,793119,40,21,855.0,0.02456140350877193,True,False
2025-07-01,meghalaya,West Garo Hills,794001,74,183,42.0,4.357142857142857,False,False
2025-07-01,meghalaya,West Garo Hills,794002,81,107,410.0,0.26097560975609757,False,False
2025-07-01,meghalaya,West Garo Hills,794005,40,71,185.0,0.3837837837837838,False,False
2025-07-01,meghalaya,West Garo Hills,794101,47,60,53.0,1.1320754716981132,False,False
2025-07-01,meghalaya,West Garo Hills,794103,195,153,265.0,0.5773584905660377,False,False
2025-07-01,meghalaya,West Garo Hills,794104,924,3265,251.0,13.00796812749004,False,False
2025-07-01,meghalaya,West Garo Hills,794105,114,1087,220.0,4.9409090909090905,False,False
2025-07-01,meghalaya,West Garo Hills,794109,117,241,108.0,2.2314814814814814,False,False
2025-07-01,meghalaya,West Jaintia Hills,793109,59,34,118.0,0.288135593220339,False,False
2025-07-01,meghalaya,West Jaintia Hills,793150,308,159,482.0,0.32987551867219916,False,False
2025-07-01,meghalaya,West Jaintia Hills,793151,128,56,283.0,0.1978798586572438,False,False
2025-07-01,meghalaya,West Khasi Hills,793119,481,319,855.0,0.3730994152046784,False,False
2025-07-01,meghalaya,West Khasi Hills,793120,157,151,324.0,0.4660493827160494,False,False
2025-07-01,mizoram,Champhai,796321,124,192,20.0,9.6,False,False
2025-07-01,mizoram,Kolasib,796081,83,137,20.0,6.85,False,False
2025-07-01,mizoram,Lawngtlai,796770,139,117,20.0,5.85,False,False
2025-07-01,mizoram,Lawngtlai,796891,342,354,31.0,11.419354838709678,False,False
2025-07-01,mizoram,Lawngtlai,796901,10,28,18.0,1.5555555555555556,False,False
2025-07-01,mizoram,Saiha,796901,72,86,18.0,4.777777777777778,False,False
2025-07-01,sikkim,South,737121,13,12,13.0,0.9230769230769231,False,False
2025-07-01,sikkim,West,737111,29,75,15.0,5.0,False,False
2025-07-01,sikkim,West,737121,64,96,13.0,7.384615384615385,False,False
2025-07-01,sikkim,West Sikkim,737111,84,55,15.0,3.6666666666666665,False,False
2025-07-01,sikkim,West Sikkim,737121,45,50,13.0,3.8461538461538463,False,False
2025-09-01,assam,Baksa,781315,208,72,1.0,72.0,False,False
2025-09-01,assam,Baksa,781316,5,1,2.0,0.5,False,False
2025-09-01,assam,Barpeta,781302,334,68,2.0,34.0,False,False
2025-09-01,assam,Barpeta,781305,162,61,2.0,30.5,False,False
2025-09-01,assam,Barpeta,781308,1281,203,1.0,203.0,False,False
2025-09-01,assam,Barpeta,781309,690,186,1.0,186.0,False,False
2025-09-01,assam,Barpeta,781312,80,18,2.0,9.0,False,False
2025-09-01,assam,Barpeta,781313,419,81,1.0,81.0,False,False
2025-09-01,assam,Barpeta,781315,255,105,1.0,105.0,False,False
2025-09-01,assam,Barpeta,781316,1554,146,2.0,73.0,False,False
2025-09-01,assam,Barpeta,781317,272,49,2.0,24.5,False,False
2025-09-01,assam,Biswanath,784168,108,38,1.0,38.0,False,False
2025-09-01,assam,Biswanath,784178,42,12,1.0,12.0,False,False
2025-09-01,assam,Bongaigaon,783372,63,22,1.0,22.0,False,False
2025-09-01,assam,Bongaigaon,783372,63,22,2.0,11.0,False,False
2025-09-01,assam,Bongaigaon,783380,419,119,1.0,119.0,False,False
2025-09-01,assam,Bongaigaon,783384,541,302,1.0,302.0,False,False
2025-09-01,assam,Bongaigaon,783388,197,79,4.0,19.75,False,False
2025-09-01,assam,Cachar,788003,167,163,1.0,163.0,False,False
2025-09-01,assam,Cachar,788004,20,40,1.0,40.0,False,False
2025-09-01,assam,Cachar,788104,112,71,1.0,71.0,False,False
2025-09-01,assam,Cachar,788107,129,67,1.0,67.0,False,False
2025-09-01,assam,Cachar,788114,154,23,1.0,23.0,False,False
2025-09-01,assam,Cachar,788118,21,11,1.0,11.0,False,False
2025-09-01,assam,Cachar,788120,342,63,6.0,10.5,False,False
2025-09-01,assam,Cachar,788150,31,10,1.0,10.0,False,False
2025-09-01,assam,Cachar,788166,0,1,1.0,1.0,False,False
2025-09-01,assam,Cachar,788815,355,118,1.0,118.0,False,False
2025-09-01,assam,Charaideo,785670,184,29,7.0,4.142857142857143,False,False
2025-09-01,assam,Chirang,781317,9,0,2.0,0.0,True,True
2025-09-01,assam,Chirang,783346,0,1,1.0,1.0,False,False
2025-09-01,assam,Chirang,783360,1,0,1.0,0.0,True,True
2025-09-01,assam,Chirang,783372,43,32,1.0,32.0,False,False
2025-09-01,assam,Chirang,783372,43,32,2.0,16.0,False,False
2025-09-01,assam,Chirang,783373,37,32,1.0,32.0,False,False
2025-09-01,assam,Chirang,783380,49,28,1.0,28.0,False,False
2025-09-01,assam,Darrang,784114,53,22,1.0,22.0,False,False
2025-09-01,assam,Darrang,784115,230,76,1.0,76.0,False,False
2025-09-01,assam,Darrang,784125,265,148,2.0,74.0,False,False
2025-09-01,assam,Darrang,784145,295,105,1.0,105.0,False,False
2025-09-01,assam,Darrang,784146,148,61,1.0,61.0,False,False
2025-09-01,assam,Darrang,784190,136,48,1.0,48.0,False,False
2025-09-01,assam,Darrang,784509,3,1,3.0,0.3333333333333333,False,False
2025-09-01,assam,Dhemaji,787001,0,1,1.0,1.0,False,False
2025-09-01,assam,Dhemaji,787034,85,28,3.0,9.333333333333334,False,False
2025-09-01,assam,Dhemaji,787035,37,6,1.0,6.0,False,False
2025-09-01,assam,Dhemaji,787053,38,9,1.0,9.0,False,False
2025-09-01,assam,Dhemaji,787055,2,0,1.0,0.0,True,True
2025-09-01,assam,Dhemaji,787056,39,9,1.0,9.0,False,False
2025-09-01,assam,Dhemaji,787059,371,105,1.0,105.0,False,False
2025-09-01,assam,Dhemaji,787060,251,90,48.0,1.875,False,False
2025-09-01,assam,Dhemaji,787061,74,46,11.0,4.181818181818182,False,False
2025-09-01,assam,Dhubri,783101,0,1,9.0,0.1111111111111111,False,False
2025-09-01,assam,Dhubri,783128,152,63,2.0,31.5,False,False
2025-09-01,assam,Dhubri,783131,99,48,1.0,48.0,False,False
2025-09-01,assam,Dhubri,783331,282,90,1.0,90.0,False,False
2025-09-01,assam,Dhubri,783337,73,26,1.0,26.0,False,False
2025-09-01,assam,Dhubri,783348,617,199,2.0,99.5,False,False
2025-09-01,assam,Dhubri,783376,41,20,2.0,10.0,False,False
2025-09-01,assam,Dibrugarh,785670,17,1,7.0,0.14285714285714285,False,False
2025-09-01,assam,Dibrugarh,785675,137,32,17.0,1.8823529411764706,False,False
2025-09-01,assam,Dibrugarh,786005,27,36,2.0,18.0,False,False
2025-09-01,assam,Dibrugarh,786184,164,43,14.0,3.0714285714285716,False,False
2025-09-01,assam,Dibrugarh,786602,53,31,1.0,31.0,False,False
2025-09-01,assam,Dibrugarh,786613,106,17,5.0,3.4,False,False
2025-09-01,assam,Dibrugarh,786623,19,7,5.0,1.4,False,False
2025-09-01,assam,Dibrugarh,786692,9,3,1.0,3.0,False,False
2025-09-01,assam,Dima Hasao,788830,0,2,2.0,1.0,False,False
2025-09-01,assam,Goalpara,783101,225,137,9.0,15.222222222222221,False,False
2025-09-01,assam,Goalpara,783120,155,84,10.0,8.4,False,False
2025-09-01,assam,Goalpara,783121,78,40,1.0,40.0,False,False
2025-09-01,assam,Goalpara,783126,150,80,3.0,26.666666666666668,False,False
2025-09-01,assam,Goalpara,783129,415,212,3.0,70.66666666666667,False,False
2025-09-01,assam,Goalpara,783130,100,31,3.0,10.333333333333334,False,False
2025-09-01,assam,Golaghat,785601,343,165,2.0,82.5,False,False
2025-09-01,assam,Golaghat,785611,43,34,6.0,5.666666666666667,False,False
2025-09-01,assam,Golaghat,785614,205,57,40.0,1.425,False,False
2025-09-01,assam,Golaghat,785618,69,20,3.0,6.666666666666667,False,False
2025-09-01,assam,Golaghat,785621,112,82,2.0,41.0,False,False
2025-09-01,assam,Golaghat,785622,56,22,2.0,11.0,False,False
2025-09-01,assam,Golaghat,785626,33,19,2.0,9.5,False,False
2025-09-01,assam,Golaghat,785702,114,62,3.0,20.666666666666668,False,False
2025-09-01,assam,Golaghat,785703,9,1,3.0,0.3333333333333333,False,False
2025-09-01,assam,Golaghat,785705,134,36,1.0,36.0,False,False
2025-09-01,assam,Hailakandi,788150,161,60,1.0,60.0,False,False
2025-09-01,assam,Hojai,782435,259,219,1.0,219.0,False,False
2025-09-01,assam,Hojai,782446,519,327,2.0,163.5,False,False
2025-09-01,assam,Hojai,782446,519,327,5.0,65.4,False,False
2025-09-01,assam,Hojai,782447,68,270,7.0,38.57142857142857,False,False
2025-09-01,assam,Hojai,782481,14,6,1.0,6.0,False,False
2025-09-01,assam,Jorhat,785630,162,34,1.0,34.0,False,False
2025-09-01,assam,Jorhat,785633,22,5,1.0,5.0,False,False
2025-09-01,assam,Jorhat,785703,18,5,3.0,1.6666666666666667,False,False
2025-09-01,assam,Kamrup,781013,1,1,1.0,1.0,False,False
2025-09-01,assam,Kamrup,781015,2,1,1.0,1.0,False,False
2025-09-01,assam,Kamrup,781017,11,9,1.0,9.0,False,False
2025-09-01,assam,Kamrup,781021,1,4,1.0,4.0,False,False
2025-09-01,assam,Kamrup,781025,0,1,1.0,1.0,False,False
2025-09-01,assam,Kamrup,781028,1,1,1.0,1.0,False,False
2025-09-01,assam,Kamrup,781102,572,95,3.0,31.666666666666668,False,False
2025-09-01,assam,Kamrup,781103,93,23,1.0,23.0,False,False
2025-09-01,assam,Kamrup,781104,67,24,1.0,24.0,False,False
2025-09-01,assam,Kamrup,781125,39,9,1.0,9.0,False,False
2025-09-01,assam,Kamrup,781127,208,79,1.0,79.0,False,False
2025-09-01,assam,Kamrup,781136,421,171,4.0,42.75,False,False
2025-09-01,assam,Kamrup Metro,781015,19,10,1.0,10.0,False,False
2025-09-01,assam,Kamrup Metro,781017,19,28,1.0,28.0,False,False
2025-09-01,assam,Kamrup Metro,781021,20,23,1.0,23.0,False,False
2025-09-01,assam,Kamrup Metro,781025,100,56,1.0,56.0,False,False
2025-09-01,assam,Kamrup Metro,781028,29,31,1.0,31.0,False,False
2025-09-01,assam,Karbi Anglong,782121,1,0,11.0,0.0,True,True
2025-09-01,assam,Karbi Anglong,782136,2,3,1.0,3.0,False,False
2025-09-01,assam,Karbi Anglong,782410,106,316,8.0,39.5,False,False
2025-09-01,assam,Karbi Anglong,782410,106,316,25.0,12.64,False,False
2025-09-01,assam,Karbi Anglong,782425,1,1,7.0,0.14285714285714285,False,False
2025-09-01,assam,Karbi Anglong,782425,1,1,1.0,1.0,False,False
2025-09-01,assam,Karbi Anglong,782435,15,7,1.0,7.0,False,False
2025-09-01,assam,Karbi Anglong,782441,210,124,40.0,3.1,False,False
2025-09-01,assam,Karbi Anglong,782446,39,52,2.0,26.0,False,False
2025-09-01,assam,Karbi Anglong,782446,39,52,5.0,10.4,False,False
2025-09-01,assam,Karbi Anglong,782447,38,11,7.0,1.5714285714285714,False,False
2025-09-01,assam,Karbi Anglong,782448,136,47,17.0,2.764705882352941,False,False
2025-09-01,assam,Karbi Anglong,782448,136,47,6.0,7.833333333333333,False,False
2025-09-01,assam,Karbi Anglong,782450,63,76,41.0,1.853658536585366,False,False
2025-09-01,assam,Karbi Anglong,782450,63,76,10.0,7.6,False,False
2025-09-01,assam,Karbi Anglong,782460,130,118,33.0,3.5757575757575757,False,False
2025-09-01,assam,Karbi Anglong,782461,115,60,28.0,2.142857142857143,False,False
2025-09-01,assam,Karbi Anglong,782462,26,7,6.0,1.1666666666666667,False,False
2025-09-01,assam,Karbi Anglong,782470,114,48,4.0,12.0,False,False
2025-09-01,assam,Karbi Anglong,782480,258,76,20.0,3.8,False,False
2025-09-01,assam,Karbi Anglong,782481,127,86,1.0,86.0,False,False
2025-09-01,assam,Karbi Anglong,782482,198,71,13.0,5.461538461538462,False,False
2025-09-01,assam,Karbi Anglong,782485,226,112,3.0,37.333333333333336,False,False
2025-09-01,assam,Karbi Anglong,782485,226,112,5.0,22.4,False,False
2025-09-01,assam,Karbi Anglong,782486,29,106,8.0,13.25,False,False
2025-09-01,assam,Karbi Anglong,782486,29,106,35.0,3.0285714285714285,False,False
2025-09-01,assam,Karimganj,788166,53,13,1.0,13.0,False,False
2025-09-01,assam,Karimganj,788710,27,15,1.0,15.0,False,False
2025-09-01,assam,Karimganj,788711,48,19,1.0,19.0,False,False
2025-09-01,assam,Karimganj,788728,66,33,2.0,16.5,False,False
2025-09-01,assam,Karimganj,788735,57,22,2.0,11.0,False,False
2025-09-01,assam,Karimganj,788737,79,48,1.0,48.0,False,False
2025-09-01,assam,Kokrajhar,783337,103,50,1.0,50.0,False,False
2025-09-01,assam,Kokrajhar,783346,62,30,1.0,30.0,False,False
2025-09-01,assam,Kokrajhar,783350,60,34,1.0,34.0,False,False
2025-09-01,assam,Kokrajhar,783360,154,72,1.0,72.0,False,False
2025-09-01,assam,Kokrajhar,783369,30,9,6.0,1.5,False,False
2025-09-01,assam,Kokrajhar,783370,195,95,21.0,4.523809523809524,False,False
2025-09-01,assam,Kokrajhar,783372,17,3,1.0,3.0,False,False
2025-09-01,assam,Kokrajhar,783372,17,3,2.0,1.5,False,False
2025-09-01,assam,Kokrajhar,783376,27,8,2.0,4.0,False,False
2025-09-01,assam,Lakhimpur,784161,116,46,2.0,23.0,False,False
2025-09-01,assam,Lakhimpur,787001,111,104,1.0,104.0,False,False
2025-09-01,assam,Lakhimpur,787031,316,205,1.0,205.0,False,False
2025-09-01,assam,Lakhimpur,787032,184,99,1.0,99.0,False,False
2025-09-01,assam,Lakhimpur,787034,1,0,3.0,0.0,True,True
2025-09-01,assam,Lakhimpur,787035,0,1,1.0,1.0,False,False
2025-09-01,assam,Lakhimpur,787052,203,109,1.0,109.0,False,False
2025-09-01,assam,Lakhimpur,787053,90,23,1.0,23.0,False,False
2025-09-01,assam,Lakhimpur,787054,169,104,1.0,104.0,False,False
2025-09-01,assam,Lakhimpur,787055,240,67,1.0,67.0,False,False
2025-09-01,assam,Lakhimpur,787056,16,14,1.0,14.0,False,False
2025-09-01,assam,Majuli,785614,6,1,40.0,0.025,True,False
2025-09-01,assam,Marigaon,782103,132,71,5.0,14.2,False,False
2025-09-01,assam,Marigaon,782104,247,81,5.0,16.2,False,False
2025-09-01,assam,Marigaon,782105,236,84,10.0,8.4,False,False
2025-09-01,assam,Marigaon,782121,386,126,11.0,11.454545454545455,False,False
2025-09-01,assam,Marigaon,782123,55,25,1.0,25.0,False,False
2025-09-01,assam,Marigaon,782126,386,280,9.0,31.11111111111111,False,False
2025-09-01,assam,Marigaon,782127,483,251,14.0,17.928571428571427,False,False
2025-09-01,assam,Marigaon,782410,95,68,8.0,8.5,False,False
2025-09-01,assam,Marigaon,782410,95,68,25.0,2.72,False,False
2025-09-01,assam,Marigaon,782412,70,36,3.0,12.0,False,False
2025-09-01,assam,Marigaon,782425,26,9,7.0,1.2857142857142858,False,False
2025-09-01,assam,Marigaon,782425,26,9,1.0,9.0,False,False
2025-09-01,assam,Nagaon,782103,88,91,5.0,18.2,False,False
2025-09-01,assam,Nagaon,782123,494,353,1.0,353.0,False,False
2025-09-01,assam,Nagaon,782126,52,37,9.0,4.111111111111111,False,False
2025-09-01,assam,Nagaon,782136,115,249,1.0,249.0,False,False
2025-09-01,assam,Nagaon,782425,192,202,7.0,28.857142857142858,False,False
2025-09-01,assam,Nagaon,782425,192,202,1.0,202.0,False,False
2025-09-01,assam,Nagaon,782435,17,21,1.0,21.0,False,False
2025-09-01,assam,Nagaon,782441,1,0,40.0,0.0,True,True
2025-09-01,assam,Nagaon,782446,86,83,2.0,41.5,False,False
2025-09-01,assam,Nagaon,782446,86,83,5.0,16.6,False,False
2025-09-01,assam,Nagaon,782447,0,10,7.0,1.4285714285714286,False,False
2025-09-01,assam,Nagaon,782450,31,58,41.0,1.4146341463414633,False,False
2025-09-01,assam,Nagaon,782450,31,58,10.0,5.8,False,False
2025-09-01,assam,Nagaon,782481,11,6,1.0,6.0,False,False
2025-09-01,assam,Nalbari,781126,646,94,7.0,13.428571428571429,False,False
2025-09-01,assam,Nalbari,781138,155,22,1.0,22.0,False,False
2025-09-01,assam,Nalbari,781312,228,23,2.0,11.5,False,False
2025-09-01,assam,North Cachar Hills,788819,548,68,1.0,68.0,False,False
2025-09-01,assam,North Cachar Hills,788830,117,25,2.0,12.5,False,False
2025-09-01,assam,North Cachar Hills,788931,34,15,1.0,15.0,False,False
2025-09-01,assam,Sibsagar,785640,76,29,1.0,29.0,False,False
2025-09-01,assam,Sibsagar,785670,7,1,7.0,0.14285714285714285,False,False
2025-09-01,assam,Sonitpur,784110,188,70,1.0,70.0,False,False
2025-09-01,assam,Sonitpur,784111,47,15,1.0,15.0,False,False
2025-09-01,assam,Sonitpur,784168,17,19,1.0,19.0,False,False
2025-09-01,assam,Sonitpur,784178,32,19,1.0,19.0,False,False
2025-09-01,assam,South Salmara Mankachar,783128,77,20,2.0,10.0,False,False
2025-09-01,assam,South Salmara Mankachar,783131,83,50,1.0,50.0,False,False
2025-09-01,assam,Sribhumi,788166,0,2,1.0,2.0,False,False
2025-09-01,assam,Sribhumi,788711,0,1,1.0,1.0,False,False
2025-09-01,assam,Sribhumi,788737,2,6,1.0,6.0,False,False
2025-09-01,assam,Tinsukia,786125,66,56,1.0,56.0,False,False
2025-09-01,assam,Tinsukia,786145,7,4,1.0,4.0,False,False
2025-09-01,assam,Tinsukia,786157,90,73,1.0,73.0,False,False
2025-09-01,assam,Tinsukia,786181,14,11,2.0,5.5,False,False
2025-09-01,assam,Tinsukia,786182,47,18,2.0,9.0,False,False
2025-09-01,assam,Tinsukia,786190,26,6,1.0,6.0,False,False
2025-09-01,assam,Tinsukia,786192,10,6,1.0,6.0,False,False
2025-09-01,assam,Udalguri,784110,2,2,1.0,2.0,False,False
2025-09-01,assam,Udalguri,784111,0,1,1.0,1.0,False,False
2025-09-01,assam,Udalguri,784114,58,24,1.0,24.0,False,False
2025-09-01,assam,Udalguri,784115,4,2,1.0,2.0,False,False
2025-09-01,assam,Udalguri,784145,0,1,1.0,1.0,False,False
2025-09-01,assam,Udalguri,784146,3,2,1.0,2.0,False,False
2025-09-01,assam,Udalguri,784190,50,29,1.0,29.0,False,False
2025-09-01,assam,Udalguri,784509,174,87,3.0,29.0,False,False
2025-09-01,assam,Udalguri,784526,121,22,1.0,22.0,False,False
2025-09-01,assam,West Karbi Anglong,782410,0,1,8.0,0.125,False,False
2025-09-01,assam,West Karbi Anglong,782410,0,1,25.0,0.04,True,False
2025-09-01,assam,West Karbi Anglong,782446,0,2,2.0,1.0,False,False
2025-09-01,assam,West Karbi Anglong,782446,0,2,5.0,0.4,False,False
2025-09-01,assam,West Karbi Anglong,782448,0,1,17.0,0.058823529411764705,True,False
2025-09-01,assam,West Karbi Anglong,782448,0,1,6.0,0.16666666666666666,False,False
2025-09-01,assam,West Karbi Anglong,782450,1,0,41.0,0.0,True,True
